DATETIME,OPEN,HIGH,LOW,CLOSE
2022-08-23,1.1778,1.1877,1.1717,1.1835
2022-08-24,1.1834,1.1846,1.1756,1.1795
2022-08-25,1.1798,1.1865,1.1784,1.1835
2022-08-26,1.1833,1.1898,1.173,1.1739
2022-08-29,1.1731,1.1744,1.1648,1.1707
2022-08-30,1.1709,1.1762,1.1622,1.1655
2022-08-31,1.1654,1.1695,1.16,1.1621
2022-09-01,1.1624,1.1627,1.1501,1.1546
2022-09-02,1.1545,1.1589,1.1495,1.1512
2022-09-05,1.1511,1.1522,1.1443,1.1518
2022-09-06,1.1517,1.1609,1.1496,1.1519
2022-09-07,1.152,1.1541,1.1405,1.1535
2022-09-08,1.1527,1.1561,1.1461,1.1504
2022-09-09,1.1502,1.1648,1.1497,1.1588
2022-09-12,1.1601,1.1711,1.1601,1.1683
2022-09-13,1.1684,1.1739,1.1492,1.1494
2022-09-14,1.1492,1.159,1.148,1.1541
2022-09-15,1.1542,1.1552,1.1461,1.1468
2022-09-16,1.1469,1.1481,1.1351,1.1423
2022-09-19,1.1414,1.1442,1.1355,1.1435
2022-09-20,1.1431,1.1461,1.1357,1.1381
2022-09-21,1.1379,1.1385,1.1239,1.1271
2022-09-22,1.1269,1.1363,1.1212,1.1254
2022-09-23,1.1255,1.1274,1.0841,1.085
2022-09-26,1.085,1.0916,1.0349,1.0688
2022-09-27,1.0684,1.0838,1.0654,1.0734
2022-09-28,1.0732,1.0916,1.0541,1.0891
2022-09-29,1.089,1.1123,1.0763,1.1123
2022-09-30,1.1118,1.1233,1.1025,1.1168
2022-10-03,1.1169,1.1335,1.1085,1.1322
2022-10-04,1.1324,1.149,1.128,1.1475
2022-10-05,1.1497,1.1497,1.1226,1.1327
2022-10-06,1.1329,1.1383,1.1116,1.1162
2022-10-07,1.1159,1.1225,1.1055,1.1093
2022-10-10,1.109,1.1112,1.1021,1.1057
2022-10-11,1.1056,1.118,1.0952,1.0968
2022-10-12,1.0966,1.1133,1.0925,1.1102
2022-10-13,1.1101,1.1381,1.1058,1.1331
2022-10-14,1.1329,1.1367,1.1153,1.1183
2022-10-17,1.118,1.144,1.118,1.1359
2022-10-18,1.136,1.1411,1.1255,1.1322
2022-10-19,1.1323,1.1357,1.1185,1.1218
2022-10-20,1.1219,1.1337,1.1172,1.1239
2022-10-21,1.1244,1.1316,1.1061,1.1304
2022-10-24,1.1305,1.1409,1.1258,1.1279
2022-10-25,1.1275,1.1498,1.1269,1.1472
2022-10-26,1.1473,1.1639,1.143,1.1628
2022-10-27,1.1651,1.1651,1.155,1.1565
2022-10-28,1.1563,1.1624,1.1504,1.1617
2022-10-31,1.1614,1.1614,1.146,1.1464
2022-11-01,1.1465,1.1567,1.1438,1.1482
2022-11-02,1.1484,1.1565,1.1387,1.1392
2022-11-03,1.1391,1.1454,1.1151,1.1159
2022-11-04,1.1158,1.1383,1.1149,1.1377
2022-11-07,1.138,1.1542,1.1293,1.1514
2022-11-08,1.1515,1.1598,1.143,1.1546
2022-11-09,1.1543,1.1567,1.1334,1.1357
2022-11-10,1.1355,1.1731,1.1353,1.1715
2022-11-11,1.1692,1.1856,1.1648,1.1837
2022-11-14,1.1812,1.1829,1.1711,1.176
2022-11-15,1.1759,1.2027,1.1741,1.1866
2022-11-16,1.1864,1.1942,1.1832,1.1915
2022-11-17,1.1916,1.1958,1.1763,1.1866
2022-11-18,1.1865,1.1952,1.185,1.1888
2022-11-21,1.1895,1.1935,1.1779,1.1824
2022-11-22,1.1823,1.1902,1.1819,1.1887
2022-11-23,1.1885,1.2081,1.1873,1.2055
2022-11-24,1.2056,1.2155,1.2047,1.2117
2022-11-25,1.2116,1.2129,1.2059,1.2094
2022-11-28,1.2091,1.2118,1.1941,1.196
2022-11-29,1.1961,1.2065,1.1945,1.1951
2022-11-30,1.1953,1.2087,1.19,1.2058
2022-12-01,1.206,1.2304,1.2049,1.2256
2022-12-02,1.2253,1.23,1.2137,1.2294
2022-12-05,1.23,1.2346,1.2162,1.2192
2022-12-06,1.2191,1.2269,1.2127,1.213
2022-12-07,1.2139,1.2235,1.2106,1.2207
2022-12-08,1.2201,1.2248,1.2155,1.2235
