DATETIME,OPEN,HIGH,LOW,CLOSE
2021-01-13,1.3668,1.3701,1.3613,1.3638
2021-01-14,1.3639,1.371,1.3616,1.3688
2021-01-15,1.3689,1.3699,1.3574,1.3584
2021-01-18,1.3589,1.3606,1.352,1.3585
2021-01-19,1.3587,1.3637,1.3578,1.3633
2021-01-20,1.3634,1.3719,1.3623,1.3654
2021-01-21,1.3653,1.3746,1.3652,1.3731
2021-01-22,1.3732,1.3738,1.3636,1.3685
2021-01-25,1.3683,1.3723,1.365,1.3676
2021-01-26,1.3675,1.3745,1.3609,1.3735
2021-01-27,1.3737,1.376,1.3659,1.369
2021-01-28,1.3689,1.3747,1.363,1.3721
2021-01-29,1.3725,1.3751,1.3658,1.371
2021-02-01,1.3705,1.3759,1.3656,1.3661
2021-02-02,1.3663,1.371,1.3612,1.3668
2021-02-03,1.3665,1.3683,1.362,1.3646
2021-02-04,1.3647,1.3699,1.3568,1.3671
2021-02-05,1.367,1.3741,1.3662,1.3735
2021-02-08,1.3736,1.375,1.3681,1.3743
2021-02-09,1.3741,1.3821,1.3737,1.3818
2021-02-10,1.3816,1.3867,1.3802,1.3835
2021-02-11,1.3834,1.386,1.3801,1.3816
2021-02-12,1.3818,1.3864,1.3776,1.3856
2021-02-15,1.3842,1.392,1.3842,1.3903
2021-02-16,1.3905,1.3952,1.3869,1.3903
2021-02-17,1.3902,1.3909,1.383,1.3863
2021-02-18,1.3862,1.3985,1.384,1.3975
2021-02-19,1.3974,1.4036,1.3951,1.4012
2021-02-22,1.4017,1.4087,1.398,1.4065
2021-02-23,1.4064,1.4117,1.4055,1.4114
2021-02-24,1.4112,1.423,1.4083,1.4141
2021-02-25,1.414,1.4182,1.4001,1.4011
2021-02-26,1.4013,1.4027,1.3888,1.3924
2021-03-01,1.3935,1.3999,1.3904,1.3925
2021-03-02,1.3924,1.3977,1.3858,1.3954
2021-03-03,1.3955,1.4006,1.3921,1.3949
2021-03-04,1.3953,1.4014,1.388,1.3893
2021-03-05,1.3892,1.3908,1.3779,1.3836
2021-03-08,1.3844,1.3866,1.38,1.3821
2021-03-09,1.3823,1.3924,1.3802,1.3887
2021-03-10,1.3886,1.3939,1.3845,1.3933
2021-03-11,1.3931,1.3996,1.3919,1.3992
2021-03-12,1.399,1.4005,1.3864,1.3919
2021-03-15,1.3925,1.3946,1.3855,1.3903
2021-03-16,1.3902,1.3905,1.3809,1.3894
2021-03-17,1.3891,1.3971,1.3851,1.3963
2021-03-18,1.3965,1.4002,1.3897,1.3928
2021-03-19,1.393,1.3958,1.3831,1.3864
2021-03-22,1.387,1.3877,1.3817,1.3865
2021-03-23,1.3863,1.3866,1.3741,1.3751
2021-03-24,1.3752,1.3758,1.3675,1.3685
2021-03-25,1.3684,1.3746,1.367,1.3732
2021-03-26,1.3733,1.3812,1.373,1.3795
2021-03-29,1.3791,1.3846,1.3756,1.3764
2021-03-30,1.3762,1.3784,1.3707,1.3742
2021-03-31,1.3736,1.3811,1.3716,1.3783
2021-04-01,1.3785,1.3837,1.3747,1.3835
2021-04-02,1.3834,1.3853,1.3813,1.3832
2021-04-05,1.3833,1.3914,1.3813,1.3899
2021-04-06,1.3897,1.392,1.3803,1.3825
2021-04-07,1.3826,1.3839,1.3723,1.3739
2021-04-08,1.3738,1.3783,1.372,1.3736
2021-04-09,1.3734,1.3752,1.3671,1.3705
2021-04-12,1.3706,1.3777,1.3669,1.3744
2021-04-13,1.374,1.3769,1.3697,1.375
2021-04-14,1.3751,1.3809,1.3748,1.3779
2021-04-15,1.3777,1.381,1.3762,1.3782
2021-04-16,1.3783,1.3842,1.3717,1.384
2021-04-19,1.3834,1.3993,1.381,1.3985
2021-04-20,1.3986,1.401,1.3925,1.394
2021-04-21,1.3938,1.3951,1.3888,1.3932
2021-04-22,1.393,1.395,1.3824,1.3839
2021-04-23,1.3838,1.3896,1.3834,1.3881
2021-04-26,1.3879,1.3936,1.3864,1.3901
2021-04-27,1.39,1.3924,1.3858,1.3912
2021-04-28,1.391,1.3951,1.3862,1.3939
2021-04-29,1.3938,1.3977,1.3931,1.394
2021-04-30,1.3942,1.3959,1.3802,1.3817
2021-05-03,1.3813,1.3933,1.3801,1.391
2021-05-04,1.3911,1.3915,1.3838,1.3888
2021-05-05,1.3887,1.3927,1.3876,1.3909
2021-05-06,1.3908,1.3942,1.3859,1.3892
2021-05-07,1.389,1.4007,1.3887,1.3981
2021-05-10,1.3986,1.4159,1.398,1.4117
2021-05-11,1.4118,1.4167,1.4105,1.4141
2021-05-12,1.4142,1.4155,1.405,1.4053
2021-05-13,1.4054,1.4079,1.4006,1.4051
2021-05-14,1.405,1.4111,1.4036,1.4096
2021-05-17,1.4096,1.4148,1.4078,1.4138
2021-05-18,1.4137,1.4221,1.413,1.4188
2021-05-19,1.4189,1.4202,1.41,1.4114
2021-05-20,1.4113,1.4193,1.4102,1.4189
2021-05-21,1.4191,1.4234,1.414,1.415
2021-05-24,1.4153,1.4173,1.4112,1.4157
2021-05-25,1.4155,1.4211,1.4116,1.4149
2021-05-26,1.4154,1.4176,1.4112,1.4117
2021-05-27,1.412,1.4219,1.4091,1.4203
2021-05-28,1.4206,1.4213,1.4138,1.419
2021-05-31,1.4201,1.4219,1.4165,1.4213
2021-06-01,1.4215,1.4248,1.4147,1.4149
2021-06-02,1.4153,1.4184,1.4113,1.417
2021-06-03,1.4171,1.4202,1.4087,1.4106
2021-06-04,1.4104,1.4201,1.4083,1.4156
2021-06-07,1.4158,1.4191,1.4111,1.4177
2021-06-08,1.4178,1.4187,1.4121,1.4154
2021-06-09,1.4157,1.4191,1.4109,1.4115
2021-06-10,1.4117,1.418,1.4073,1.4176
2021-06-11,1.4177,1.4186,1.4095,1.4106
2021-06-14,1.4108,1.4124,1.407,1.4108
2021-06-15,1.4111,1.4129,1.4035,1.4086
2021-06-16,1.4084,1.4134,1.3982,1.3987
2021-06-17,1.3988,1.4009,1.3895,1.3926
2021-06-18,1.3925,1.3945,1.3792,1.3803
2021-06-21,1.381,1.3937,1.3786,1.3935
2021-06-22,1.3933,1.3965,1.3861,1.3951
2021-06-23,1.395,1.4002,1.3923,1.3962
2021-06-24,1.3963,1.3987,1.389,1.3922
2021-06-25,1.3919,1.3936,1.3871,1.3883
2021-06-28,1.3892,1.394,1.387,1.3884
2021-06-29,1.3883,1.3889,1.3814,1.3838
2021-06-30,1.3839,1.3873,1.3798,1.3831
2021-07-01,1.3832,1.3836,1.3752,1.3762
2021-07-02,1.3765,1.3845,1.3734,1.383
2021-07-05,1.3825,1.3863,1.3818,1.3845
2021-07-06,1.3844,1.3899,1.3773,1.3798
2021-07-07,1.38,1.3842,1.3755,1.3801
2021-07-08,1.3803,1.3808,1.3742,1.3788
2021-07-09,1.3789,1.391,1.3758,1.3904
2021-07-12,1.3903,1.3911,1.3839,1.3882
2021-07-13,1.3881,1.3906,1.38,1.3816
2021-07-14,1.3813,1.3893,1.3801,1.3862
2021-07-15,1.386,1.3899,1.3804,1.3828
2021-07-16,1.3829,1.3863,1.376,1.3768
2021-07-19,1.3774,1.3787,1.3654,1.3676
2021-07-20,1.3675,1.369,1.3572,1.363
2021-07-21,1.3628,1.3724,1.3591,1.3716
2021-07-22,1.3718,1.3787,1.369,1.3768
2021-07-23,1.3755,1.3781,1.372,1.3748
2021-07-26,1.3749,1.3834,1.3736,1.3817
2021-07-27,1.3818,1.3895,1.3767,1.3876
2021-07-28,1.388,1.3912,1.3845,1.3903
2021-07-29,1.3902,1.3982,1.3897,1.3961
2021-07-30,1.396,1.3984,1.3887,1.3901
2021-08-02,1.391,1.3934,1.3875,1.3887
2021-08-03,1.3884,1.394,1.3879,1.3917
2021-08-04,1.3916,1.3958,1.3885,1.389
2021-08-05,1.3889,1.395,1.3873,1.3928
2021-08-06,1.3931,1.3935,1.386,1.3873
2021-08-09,1.3874,1.3895,1.3841,1.3846
2021-08-10,1.3847,1.3873,1.3827,1.384
2021-08-11,1.3842,1.3887,1.3803,1.3869
2021-08-12,1.387,1.3879,1.3795,1.3807
2021-08-13,1.3809,1.3876,1.3792,1.3866
2021-08-16,1.3866,1.3875,1.3828,1.3842
2021-08-17,1.3843,1.385,1.3727,1.374
2021-08-18,1.3743,1.3783,1.3727,1.3754
2021-08-19,1.3755,1.3761,1.3633,1.3641
2021-08-20,1.3638,1.3648,1.3602,1.3627
2021-08-23,1.3624,1.3734,1.3614,1.3722
