DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-01-01,101.51281,109.508682,101.51281,109.508682,2157671990
2024-01-02,109.549065,116.882492,106.388985,106.611221,3782057553
2024-01-03,106.616531,109.848091,92.923668,98.594437,5472216595
2024-01-04,98.586975,107.982468,97.10833,105.077538,3272723247
2024-01-05,105.05201,105.235428,95.942726,99.97879,3022127826
2024-01-06,99.987991,100.037407,92.022789,93.857719,2235902092
2024-01-07,93.860352,96.692398,88.223457,89.276344,2288061692
2024-01-08,89.278175,99.761871,85.646698,97.790443,4152448360
2024-01-09,97.816032,103.796165,95.893791,99.409187,4070131683
2024-01-10,99.384239,105.082375,92.563263,102.03302,4216429514
2024-01-11,102.103653,106.935738,98.412498,99.909439,4174026719
2024-01-12,99.911873,100.254494,88.309845,91.720909,2868799888
2024-01-13,91.759743,96.917648,89.754494,95.730049,1880329065
2024-01-14,95.732651,102.173584,93.890564,94.133141,2736734725
2024-01-15,94.036545,96.821236,93.241112,94.490227,1755858499
2024-01-16,94.438347,98.595306,94.396683,97.626915,1806576879
2024-01-17,97.615807,102.433739,97.055161,102.063599,3220344763
2024-01-18,102.029495,102.923141,92.140579,94.250954,2684524713
2024-01-19,94.250671,95.164726,87.483658,93.386169,2631067383
2024-01-20,93.393799,94.025314,90.493752,92.569839,1204443546
2024-01-21,92.589523,93.713783,90.848434,90.848434,894963197
2024-01-22,90.903694,91.636162,82.659767,83.62281,2662287481
2024-01-23,83.621841,85.840187,79.066696,84.274506,2990436327
2024-01-24,84.287262,89.267723,83.418686,88.73201,2352477736
2024-01-25,88.737801,89.376823,85.273682,86.889214,1674093024
2024-01-26,86.88945,93.528671,86.148392,92.442368,2027305107
2024-01-27,92.387627,94.437614,90.844765,94.163216,1256585307
2024-01-28,94.1819,99.377373,93.53833,95.937981,2425625612
2024-01-29,95.937981,101.771912,95.176132,101.566666,2604890575
2024-01-30,101.566666,106.213455,101.10939,101.472977,3328090833
2024-01-31,101.449257,102.548065,96.103592,97.028709,3814467068
2024-02-01,97.024841,97.944191,93.379189,97.846695,2951395444
2024-02-02,97.834694,102.412628,97.574158,100.440521,2574044077
2024-02-03,100.451134,101.058983,96.812576,97.879982,1349320819
2024-02-04,97.885063,98.457588,95.266373,95.476959,1304106726
2024-02-05,95.471466,98.544044,94.292526,95.54866,1635327054
2024-02-06,95.549614,97.790787,93.280739,96.861076,1699997346
2024-02-07,96.861893,101.236603,94.720222,100.979279,1733607189
2024-02-08,100.995499,104.798042,100.553696,102.785637,2288429230
2024-02-09,102.790176,108.987724,102.790176,106.933334,2852770180
2024-02-10,106.933662,110.74279,106.933662,109.13147,1836561570
2024-02-11,109.116676,110.55687,107.357651,107.495285,1370383843
2024-02-12,107.49263,112.069664,103.609291,111.992752,2650731894
2024-02-13,111.977249,114.810646,108.493782,112.579308,2709494768
2024-02-14,112.574966,118.327782,110.878471,116.976326,2391239729
2024-02-15,116.98539,118.306496,111.775879,113.699409,2471486178
2024-02-16,113.673073,114.25309,108.348724,110.445915,1921299579
2024-02-17,110.443306,111.073044,106.125221,108.984016,1370606631
2024-02-18,108.987602,114.001381,107.60672,112.174675,1516321334
2024-02-19,112.178825,114.717979,111.081413,111.485329,1898655220
2024-02-20,111.483444,112.036743,104.890228,108.459641,2656976089
2024-02-21,108.452667,108.452667,100.412018,105.125221,2246861647
2024-02-22,105.120308,106.995407,101.642403,101.669792,1830636004
2024-02-23,101.674622,103.022835,98.958351,99.954697,1483285120
2024-02-24,99.954376,104.645393,98.585205,104.133522,1083637514
2024-02-25,104.132668,104.329941,102.171028,103.453491,909662462
2024-02-26,103.450706,110.580353,100.4552,109.918533,2334408023
2024-02-27,109.918785,112.204712,105.896935,108.388084,2723995106
2024-02-28,108.399239,118.0522,107.460876,118.0522,5029492553
2024-02-29,118.238747,134.465698,117.667519,125.711517,6950123902
2024-03-01,125.636703,137.601868,125.636703,129.990402,4743077738
2024-03-02,129.982315,131.454865,127.680885,129.70018,2741772676
2024-03-03,129.793381,132.062744,125.769325,130.450867,2875614168
2024-03-04,130.423233,134.874176,127.798141,133.19458,4429758300
2024-03-05,133.159363,142.65094,109.538757,125.706711,8980294607
2024-03-06,125.699211,134.810623,120.317337,130.74202,5146680159
2024-03-07,130.74202,149.224731,130.701752,143.977859,7111178325
2024-03-08,143.97728,152.417923,142.536148,145.240036,5474659974
2024-03-09,145.240326,149.351288,144.290375,144.607254,2946261381
2024-03-10,144.60733,148.671921,140.839996,144.515182,3407621981
2024-03-11,144.514481,150.017975,137.63298,148.750961,5383624184
2024-03-12,148.74968,154.942291,142.870148,151.015442,6413617983
2024-03-13,151.015442,166.448761,148.945618,163.839813,5917471836
2024-03-14,163.839935,177.892624,160.233551,176.679749,8399967972
2024-03-15,176.679749,188.501358,165.41272,182.964691,14093348410
2024-03-16,182.967514,197.655991,177.461273,181.880341,11794134069
2024-03-17,181.880341,204.292542,179.225601,202.123566,10876218562
2024-03-18,202.122604,209.69606,194.849411,195.992752,11137647410
2024-03-19,195.992752,198.241074,166.176743,170.016281,11658593922
2024-03-20,170.016281,192.911819,163.296265,191.549622,8673957460
2024-03-21,191.549622,195.306122,176.283325,179.220749,5613811275
2024-03-22,179.239807,181.323242,167.877853,174.363708,4150938142
2024-03-23,174.363708,178.80011,171.016968,172.902252,2711581881
2024-03-24,172.897873,186.629425,171.673721,183.573456,2661231893
2024-03-25,183.573456,194.430267,181.25235,189.083542,4066489821
2024-03-26,189.083389,196.293045,186.752823,190.69986,3520179571
2024-03-27,190.699982,192.496582,180.420441,186.361465,3844985014
2024-03-28,186.361465,190.883469,180.99762,189.621628,2910414256
2024-03-29,189.621628,192.969818,183.646164,192.227951,3031009580
2024-03-30,192.227859,199.730942,191.216782,194.385544,2999311846
2024-03-31,194.375793,203.026794,194.035324,202.87413,2342185476
2024-04-01,202.874435,204.179764,187.488892,192.567825,3872515434
2024-04-02,192.567825,192.569427,176.13208,181.172256,4553269015
2024-04-03,181.172729,191.692673,177.395508,185.248611,4160370221
2024-04-04,185.248611,190.069687,180.512299,183.958115,4101220964
2024-04-05,183.958115,184.977783,168.236069,174.501511,7398400404
2024-04-06,174.501511,179.697525,173.874313,178.915344,4672922789
2024-04-07,178.915344,182.538208,177.065796,179.649857,1854793003
2024-04-08,179.650696,184.302872,175.589981,180.784775,2744377905
2024-04-09,180.77951,180.825684,169.367767,172.41362,2688188866
2024-04-10,172.414261,175.322617,163.813126,173.437363,3344074648
2024-04-11,173.437363,176.235519,170.393433,172.57637,2712334365
