DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-01-01,41.326534,42.285019,41.288033,42.017719,2782992323
2020-01-02,42.018085,42.134747,39.683567,39.823013,2759827139
2020-01-03,39.863129,42.447174,39.450844,42.415573,3260961326
2020-01-04,42.383526,43.342705,41.933075,43.326607,2843192897
2020-01-05,43.291382,44.733616,42.998535,43.553207,3017148033
2020-01-06,43.603893,45.957878,43.494373,45.816353,3349237768
2020-01-07,45.83868,46.858387,44.723019,46.424583,3611521907
2020-01-08,46.448353,48.202766,44.627048,45.653767,3633957130
2020-01-09,45.622269,45.777836,44.310505,45.215931,2986327757
2020-01-10,45.21154,49.166721,44.033108,48.727329,3808140302
2020-01-11,48.633858,51.334717,48.088394,49.263767,3915781115
2020-01-12,49.319157,51.298828,49.012787,51.080738,3858852964
2020-01-13,51.122311,51.390354,48.934132,49.733768,3336204744
2020-01-14,49.697361,59.881504,49.690269,58.478233,5729547956
2020-01-15,58.390266,59.923035,56.166744,58.052849,5070738793
2020-01-16,58.047962,58.302067,55.148739,57.618256,4347723835
2020-01-17,57.642967,62.889545,56.898815,61.487125,5067456613
2020-01-18,61.302834,62.165672,58.525059,59.408646,4426051530
2020-01-19,59.445709,61.785957,56.180393,57.800694,4197776579
2020-01-20,57.781528,58.088066,56.226814,57.203262,3306438947
2020-01-21,57.233521,57.963223,56.271973,57.647881,3130143642
2020-01-22,57.639591,58.990894,57.31628,58.354725,3076205980
2020-01-23,58.350388,58.4767,53.385658,54.63026,3348002983
2020-01-24,54.643814,55.424435,51.364414,54.531788,3532776556
2020-01-25,54.564056,54.564056,52.769215,53.697788,2938756558
2020-01-26,53.687065,56.475266,53.298935,56.212715,3283750798
2020-01-27,56.275341,59.577499,56.078888,58.763268,3832184228
2020-01-28,58.768562,61.153355,57.763199,60.671818,4220742210
2020-01-29,60.663769,62.24987,59.783073,60.077934,3894445882
2020-01-30,60.013916,69.738029,58.776909,68.159065,6042169957
2020-01-31,68.179039,69.379814,65.789146,67.879494,5718104791
2020-02-01,67.908516,72.282326,67.655067,70.820015,6009767449
2020-02-02,70.802345,73.253731,68.128952,70.231544,5482993030
2020-02-03,69.992584,72.385323,68.967522,69.78022,4965069690
2020-02-04,69.769485,70.332069,66.904259,68.195778,4449652117
2020-02-05,68.114609,73.181595,67.877815,72.493103,5169585841
2020-02-06,72.532379,74.656769,71.106438,73.388687,5463272394
2020-02-07,73.467918,74.958794,73.222267,74.356117,5051951258
2020-02-08,74.395378,77.42173,72.139503,76.467567,5496860399
2020-02-09,76.449097,78.201385,75.691269,77.092583,5145711108
2020-02-10,77.143051,77.560341,73.12471,74.335098,5373709984
2020-02-11,74.346077,76.631233,72.846199,76.597397,4742120918
2020-02-12,76.493523,82.271889,76.454636,81.297447,5701884854
2020-02-13,81.229721,83.689163,78.582314,80.403427,6579062946
2020-02-14,80.375511,83.46431,79.428391,82.990349,5382846670
2020-02-15,83.025452,83.384163,76.103004,76.513245,5612667760
2020-02-16,76.729309,80.411926,69.575989,75.152588,6186098306
2020-02-17,74.968086,75.383469,69.440193,73.251305,5593944695
2020-02-18,73.185623,78.013863,70.892563,77.035179,5600214717
2020-02-19,77.075516,78.198822,70.544571,71.135941,5298677185
2020-02-20,70.981949,72.166733,67.459274,69.624847,5500324693
2020-02-21,69.570442,74.939362,68.914688,73.45092,5579449656
2020-02-22,73.485863,76.485184,72.574387,75.13308,5547090434
2020-02-23,75.074013,79.800308,74.975014,79.536652,5702486428
2020-02-24,79.559517,79.559517,72.376968,75.535622,6355612214
2020-02-25,75.495399,75.807076,70.068893,71.180244,5755711246
2020-02-26,71.180382,71.864975,58.579491,61.014309,6518313483
2020-02-27,61.027927,64.623657,57.804031,61.507885,5649302854
2020-02-28,61.437935,63.17149,57.840664,59.763958,5266399749
2020-02-29,59.748737,61.377529,58.385159,58.543262,4168117352
2020-03-01,58.530544,60.118355,56.646225,57.956688,4317287191
2020-03-02,57.984009,61.941238,57.554787,60.995548,5309970238
2020-03-03,61.020573,62.35498,60.00602,61.144478,5412760345
2020-03-04,61.143494,61.565731,59.362278,60.38242,4429853608
2020-03-05,60.402779,63.143787,60.402779,62.04546,4712202709
2020-03-06,62.049889,63.773266,61.459637,63.0256,4766934524
2020-03-07,63.022015,63.757771,60.499599,60.54631,4258036532
2020-03-08,60.579117,60.605022,51.7286,51.7286,4523736331
2020-03-09,51.638126,52.307636,47.284203,50.168148,5097423294
2020-03-10,50.479828,51.252319,49.395454,50.25639,3945792927
2020-03-11,50.263767,50.611923,46.238441,48.463783,3807551814
2020-03-12,48.44923,48.55825,30.62701,30.930883,5417383296
2020-03-13,31.004513,39.247818,25.573105,37.437954,7552238198
2020-03-14,37.536198,37.598465,34.044044,34.396587,3270465986
2020-03-15,34.409904,38.231068,34.204185,36.437092,3434485463
2020-03-16,36.445911,36.445911,30.608006,32.876217,4079630236
2020-03-17,32.903088,35.421474,32.786667,33.563869,3289527849
2020-03-18,33.555664,34.13905,32.781597,33.684177,3170415992
2020-03-19,33.721718,40.229843,33.712875,39.073765,4157185543
2020-03-20,39.108093,43.326027,35.585869,38.131954,4537692970
2020-03-21,38.077866,39.336178,36.947292,38.342327,3438721430
2020-03-22,38.371738,39.477177,35.498974,35.628056,3148219029
2020-03-23,35.577431,38.845856,35.416386,38.765766,3598154774
2020-03-24,38.747993,40.754646,38.268036,40.490646,3331925793
2020-03-25,40.479458,40.696136,38.545746,39.151222,3133347522
2020-03-26,39.172966,40.170464,38.787258,40.160599,2827963692
2020-03-27,40.183334,40.595192,38.885971,38.918476,2962853270
2020-03-28,38.862179,39.329887,37.102375,38.873756,3119837445
2020-03-29,38.86528,38.93475,37.210598,37.332542,2683734233
2020-03-30,37.264854,39.324711,37.260727,39.13829,3318334905
2020-03-31,39.119137,39.372299,38.681515,39.299103,3359087002
2020-04-01,39.284687,39.380814,37.445934,39.380814,3303999600
2020-04-02,39.36348,41.645641,39.254028,39.874168,3985953572
2020-04-03,39.88763,41.0844,39.684814,40.359135,3482692346
2020-04-04,40.344578,40.833725,39.964409,40.675556,3229457622
2020-04-05,40.690037,40.999851,39.928326,40.670139,3084146015
2020-04-06,40.658787,44.494198,40.544903,44.391121,4287968687
2020-04-07,44.402138,47.20174,44.114861,44.667931,4391267713
2020-04-08,44.678623,46.753803,44.350834,46.319859,3831132142
2020-04-09,46.348034,46.583435,45.174339,46.384979,3628019378
2020-04-10,46.400341,46.468353,41.331821,42.269814,4008964133
2020-04-11,42.256741,42.966843,41.688248,42.319099,3374908252
2020-04-12,42.320835,43.286934,42.007198,42.450287,3639638078
2020-04-13,42.499252,42.499252,39.959061,41.204342,3998289644
2020-04-14,41.222858,41.823635,40.677822,41.053841,3713345006
2020-04-15,41.080093,41.708031,39.449886,39.589069,3696959521
2020-04-16,39.643715,43.014286,38.601559,42.689018,4985504369
2020-04-17,42.675053,43.214794,42.000957,42.745037,4096625538
2020-04-18,42.751598,44.381767,42.533524,44.362896,4508378329
2020-04-19,44.348003,44.506847,42.596107,42.63475,4563334114
2020-04-20,42.674625,43.375874,40.462975,40.828384,4293209435
2020-04-21,40.809624,41.261909,40.416969,41.040142,3954491838
2020-04-22,40.993271,42.320145,40.688766,41.887413,4029531589
2020-04-23,41.877735,43.367367,41.433205,42.937214,4757478698
2020-04-24,42.994709,45.172287,42.944038,44.810452,4786600723
2020-04-25,44.815205,45.647766,44.370213,44.714909,4769855704
2020-04-26,44.719917,45.339993,44.31263,44.689087,4687873111
2020-04-27,44.677433,45.419842,43.88546,44.710064,4473729902
2020-04-28,44.738171,46.307301,44.074818,46.028702,4413476561
2020-04-29,46.091522,49.622128,46.007324,49.181301,5673988960
2020-04-30,49.147854,50.921558,46.583843,46.71402,5724477325
2020-05-01,46.714264,48.596474,46.714264,47.791702,4581731065
2020-05-02,47.770359,49.567081,47.448662,49.458046,4453777871
2020-05-03,49.464958,50.044678,47.550114,48.267159,4667453994
2020-05-04,48.243027,48.346298,46.037292,47.473492,4488284400
2020-05-05,47.450291,47.905041,46.370968,46.787258,4187625277
2020-05-06,46.768917,47.778015,45.942867,45.942867,4575858023
2020-05-07,46.019604,48.066963,45.031567,47.330116,5080727910
2020-05-08,47.307724,48.545975,46.629044,47.882217,4780707207
2020-05-09,47.839458,48.939835,47.13308,47.274185,4740601428
2020-05-10,47.260593,47.260593,40.574226,42.367626,5783062532
2020-05-11,42.358269,42.863331,40.135761,41.699963,5121746343
2020-05-12,41.739216,42.684315,41.412781,42.111881,4734936547
2020-05-13,42.074535,43.548279,41.953808,43.13456,4565388581
2020-05-14,43.094921,44.229015,42.479401,43.945335,5023559798
2020-05-15,43.945839,44.064014,42.467709,42.833981,4340414828
2020-05-16,42.85136,43.741074,42.578529,43.212898,3879155974
2020-05-17,43.180321,44.356815,43.096382,43.640835,3901110454
2020-05-18,43.643074,46.244678,43.586994,45.201073,4473025831
2020-05-19,45.21331,45.383614,44.344105,45.383614,3612370257
2020-05-20,45.387444,45.963009,43.716595,44.172127,3448255432
2020-05-21,44.156235,44.447807,41.883862,42.742702,3143718509
2020-05-22,42.73037,44.575794,42.51173,44.207581,2908274408
2020-05-23,44.208248,44.533176,43.706081,44.033119,2576920703
2020-05-24,44.018593,44.377956,42.442669,42.448895,2656112321
2020-05-25,42.405674,43.438759,42.099075,42.946129,2701310002
2020-05-26,42.9272,43.007381,42.120792,42.432056,2475471673
2020-05-27,42.409096,44.066753,42.368759,43.861431,2757608482
2020-05-28,43.871845,44.86269,43.504929,44.758698,2743046058
2020-05-29,44.776535,45.37719,44.324528,44.652466,2632197768
2020-05-30,44.632866,47.540939,44.22646,47.538631,2852777896
2020-05-31,47.53928,47.565048,45.32407,45.591885,2637761668
2020-06-01,45.57423,48.395439,45.425323,48.125233,3035652544
2020-06-02,48.094391,49.761257,45.261967,45.923515,3060955005
2020-06-03,45.929836,47.631241,45.663254,47.172894,2691495449
2020-06-04,47.20063,47.99448,46.575047,47.637596,2697436350
2020-06-05,47.674435,47.918568,46.870819,47.053146,2551367878
2020-06-06,47.066727,47.324432,46.428371,46.731956,2160092222
2020-06-07,46.744019,46.938652,45.387234,46.668003,2385218875
2020-06-08,46.659168,46.879986,46.058006,46.473972,2357747091
2020-06-09,46.471443,46.737926,45.665775,46.069412,2141209283
2020-06-10,46.069267,46.892284,45.894508,46.679977,2146762421
2020-06-11,46.683582,46.903816,42.96904,43.514709,2554226325
2020-06-12,43.500725,45.273815,43.117912,44.828053,2260548556
2020-06-13,44.793709,45.188557,44.458698,45.094559,1739835590
2020-06-14,45.103828,45.103828,43.891037,44.084526,1782403292
2020-06-15,44.084526,44.202991,42.093731,43.914295,2090717318
2020-06-16,43.908958,44.280727,43.485138,43.877258,1841455099
2020-06-17,43.882442,44.81456,43.364269,44.032356,1996899442
2020-06-18,44.032356,44.12405,43.141312,43.560131,1576467272
2020-06-19,43.556366,43.68409,42.603638,42.679832,1712639222
2020-06-20,42.646275,43.783642,42.631229,43.346813,1500492583
2020-06-21,43.337345,43.755852,43.027027,43.087444,1362753187
2020-06-22,43.109253,44.336441,43.072403,44.188004,1659721584
2020-06-23,44.194988,44.318157,43.624378,44.179279,1365925951
2020-06-24,44.188141,44.529106,42.709351,42.843826,1493695398
2020-06-25,42.862835,43.026108,42.211456,42.56353,1311840193
2020-06-26,42.564304,43.561878,41.756687,43.320786,1714646169
2020-06-27,43.280907,43.45171,40.754646,41.555561,1453347400
2020-06-28,41.555561,42.018311,40.778221,41.408268,1337385786
2020-06-29,41.427532,41.998566,41.01976,41.851032,1668680719
2020-06-30,41.743965,41.972664,41.025242,41.467793,1390313389
2020-07-01,41.43354,42.190136,41.286537,41.699245,1220528740
2020-07-02,41.736717,41.934643,40.65646,41.485733,1339074369
2020-07-03,41.471855,41.681614,41.045391,41.205135,1122905126
2020-07-04,41.173149,42.172905,41.134186,42.066532,1173145659
2020-07-05,42.02216,42.15836,40.985237,41.598076,1170070065
2020-07-06,41.598076,44.147392,41.49567,43.963493,1743603778
2020-07-07,43.963493,44.224865,43.108757,43.318249,1360983976
2020-07-08,43.318398,45.410004,43.172123,45.200745,2161892498
2020-07-09,45.188488,45.708691,43.830112,44.537457,1985305536
2020-07-10,44.505367,44.532307,43.546581,44.246117,1840301462
2020-07-11,44.250656,44.70628,44.005146,44.677078,1764984238
2020-07-12,44.687767,45.182644,44.060249,44.636101,1598865182
2020-07-13,44.636101,45.306725,43.236671,43.919796,1724704950
2020-07-14,43.969219,44.001564,43.140652,43.802864,1882872130
2020-07-15,43.790375,44.009056,42.991428,43.278954,1809900342
2020-07-16,43.263828,43.403973,41.4748,42.035439,1543731673
2020-07-17,42.041271,42.341431,41.779114,41.912815,1336746650
2020-07-18,41.908268,42.83025,41.782635,42.425865,1141296421
2020-07-19,42.425865,42.697979,41.88361,42.552731,1140767149
2020-07-20,42.551159,42.706463,41.642338,41.975811,1152077279
2020-07-21,41.973995,43.928329,41.885818,43.61615,1384220462
2020-07-22,43.606789,45.000843,43.31926,44.936115,1383704376
2020-07-23,44.939594,45.466652,44.577511,44.850079,1775727714
2020-07-24,44.850105,44.880478,44.058842,44.182541,1620747746
2020-07-25,44.107262,49.162403,44.067894,48.804768,2433671618
2020-07-26,48.836586,50.378803,47.715778,47.978718,2587129920
2020-07-27,47.973759,54.931488,47.521111,52.950027,3397559596
2020-07-28,53.060986,57.130966,51.903347,55.575207,3293197775
2020-07-29,55.591705,56.692726,55.03009,55.172005,2572759911
2020-07-30,55.100842,57.971043,54.076878,56.643112,3015740898
2020-07-31,56.65485,58.738693,55.826443,57.998138,2461431454
2020-08-01,57.998138,61.663177,57.504925,61.293224,3124975567
2020-08-02,61.259525,64.459045,55.802589,56.641445,3499183526
2020-08-03,56.624901,59.644955,56.136665,58.468903,2250487587
2020-08-04,58.462353,59.41592,56.80051,57.533054,2088598738
2020-08-05,57.576206,59.765854,57.117451,59.010708,2144590019
2020-08-06,58.986931,60.563934,57.976067,59.164265,2241049269
2020-08-07,59.1483,60.841263,55.871727,57.245533,2756992175
